FileName, Speaker, Emotion, Sentence, Path
KLf05.wav, KL, f, 05, ~/google_drive/Savee/AudioData/KL/f05.wav
KLf06.wav, KL, f, 06, ~/google_drive/Savee/AudioData/KL/f06.wav
KLf07.wav, KL, f, 07, ~/google_drive/Savee/AudioData/KL/f07.wav
KLf08.wav, KL, f, 08, ~/google_drive/Savee/AudioData/KL/f08.wav
KLf09.wav, KL, f, 09, ~/google_drive/Savee/AudioData/KL/f09.wav
KLf10.wav, KL, f, 10, ~/google_drive/Savee/AudioData/KL/f10.wav
KLf11.wav, KL, f, 11, ~/google_drive/Savee/AudioData/KL/f11.wav
KLf12.wav, KL, f, 12, ~/google_drive/Savee/AudioData/KL/f12.wav
KLf13.wav, KL, f, 13, ~/google_drive/Savee/AudioData/KL/f13.wav
KLf14.wav, KL, f, 14, ~/google_drive/Savee/AudioData/KL/f14.wav
KLf15.wav, KL, f, 15, ~/google_drive/Savee/AudioData/KL/f15.wav
KLh01.wav, KL, h, 01, ~/google_drive/Savee/AudioData/KL/h01.wav
KLh02.wav, KL, h, 02, ~/google_drive/Savee/AudioData/KL/h02.wav
KLh03.wav, KL, h, 03, ~/google_drive/Savee/AudioData/KL/h03.wav
KLh04.wav, KL, h, 04, ~/google_drive/Savee/AudioData/KL/h04.wav
KLh05.wav, KL, h, 05, ~/google_drive/Savee/AudioData/KL/h05.wav
KLh06.wav, KL, h, 06, ~/google_drive/Savee/AudioData/KL/h06.wav
KLh07.wav, KL, h, 07, ~/google_drive/Savee/AudioData/KL/h07.wav
KLh08.wav, KL, h, 08, ~/google_drive/Savee/AudioData/KL/h08.wav
KLh09.wav, KL, h, 09, ~/google_drive/Savee/AudioData/KL/h09.wav
KLh10.wav, KL, h, 10, ~/google_drive/Savee/AudioData/KL/h10.wav
KLh11.wav, KL, h, 11, ~/google_drive/Savee/AudioData/KL/h11.wav
KLh12.wav, KL, h, 12, ~/google_drive/Savee/AudioData/KL/h12.wav
KLh13.wav, KL, h, 13, ~/google_drive/Savee/AudioData/KL/h13.wav
KLh14.wav, KL, h, 14, ~/google_drive/Savee/AudioData/KL/h14.wav
KLh15.wav, KL, h, 15, ~/google_drive/Savee/AudioData/KL/h15.wav
KLn01.wav, KL, n, 01, ~/google_drive/Savee/AudioData/KL/n01.wav
KLn02.wav, KL, n, 02, ~/google_drive/Savee/AudioData/KL/n02.wav
KLn03.wav, KL, n, 03, ~/google_drive/Savee/AudioData/KL/n03.wav
KLn04.wav, KL, n, 04, ~/google_drive/Savee/AudioData/KL/n04.wav
KLn05.wav, KL, n, 05, ~/google_drive/Savee/AudioData/KL/n05.wav
KLn06.wav, KL, n, 06, ~/google_drive/Savee/AudioData/KL/n06.wav
KLn07.wav, KL, n, 07, ~/google_drive/Savee/AudioData/KL/n07.wav
KLn08.wav, KL, n, 08, ~/google_drive/Savee/AudioData/KL/n08.wav
KLn09.wav, KL, n, 09, ~/google_drive/Savee/AudioData/KL/n09.wav
KLn10.wav, KL, n, 10, ~/google_drive/Savee/AudioData/KL/n10.wav
KLn11.wav, KL, n, 11, ~/google_drive/Savee/AudioData/KL/n11.wav
KLn12.wav, KL, n, 12, ~/google_drive/Savee/AudioData/KL/n12.wav
KLn13.wav, KL, n, 13, ~/google_drive/Savee/AudioData/KL/n13.wav
KLn14.wav, KL, n, 14, ~/google_drive/Savee/AudioData/KL/n14.wav
KLn15.wav, KL, n, 15, ~/google_drive/Savee/AudioData/KL/n15.wav
KLn16.wav, KL, n, 16, ~/google_drive/Savee/AudioData/KL/n16.wav
KLn17.wav, KL, n, 17, ~/google_drive/Savee/AudioData/KL/n17.wav
KLn18.wav, KL, n, 18, ~/google_drive/Savee/AudioData/KL/n18.wav
KLn19.wav, KL, n, 19, ~/google_drive/Savee/AudioData/KL/n19.wav
KLn20.wav, KL, n, 20, ~/google_drive/Savee/AudioData/KL/n20.wav
KLn21.wav, KL, n, 21, ~/google_drive/Savee/AudioData/KL/n21.wav
KLn22.wav, KL, n, 22, ~/google_drive/Savee/AudioData/KL/n22.wav
KLn23.wav, KL, n, 23, ~/google_drive/Savee/AudioData/KL/n23.wav
KLn24.wav, KL, n, 24, ~/google_drive/Savee/AudioData/KL/n24.wav
KLn25.wav, KL, n, 25, ~/google_drive/Savee/AudioData/KL/n25.wav
KLn26.wav, KL, n, 26, ~/google_drive/Savee/AudioData/KL/n26.wav
KLn27.wav, KL, n, 27, ~/google_drive/Savee/AudioData/KL/n27.wav
KLn28.wav, KL, n, 28, ~/google_drive/Savee/AudioData/KL/n28.wav
KLn29.wav, KL, n, 29, ~/google_drive/Savee/AudioData/KL/n29.wav
KLn30.wav, KL, n, 30, ~/google_drive/Savee/AudioData/KL/n30.wav
KLsa01.wav, KL, sa, 01, ~/google_drive/Savee/AudioData/KL/sa01.wav
KLsa02.wav, KL, sa, 02, ~/google_drive/Savee/AudioData/KL/sa02.wav
KLsa03.wav, KL, sa, 03, ~/google_drive/Savee/AudioData/KL/sa03.wav
KLsa04.wav, KL, sa, 04, ~/google_drive/Savee/AudioData/KL/sa04.wav
KLsa05.wav, KL, sa, 05, ~/google_drive/Savee/AudioData/KL/sa05.wav
KLsa06.wav, KL, sa, 06, ~/google_drive/Savee/AudioData/KL/sa06.wav
KLsa07.wav, KL, sa, 07, ~/google_drive/Savee/AudioData/KL/sa07.wav
KLsa08.wav, KL, sa, 08, ~/google_drive/Savee/AudioData/KL/sa08.wav
KLsa09.wav, KL, sa, 09, ~/google_drive/Savee/AudioData/KL/sa09.wav
KLsa10.wav, KL, sa, 10, ~/google_drive/Savee/AudioData/KL/sa10.wav
KLsa11.wav, KL, sa, 11, ~/google_drive/Savee/AudioData/KL/sa11.wav
KLsa12.wav, KL, sa, 12, ~/google_drive/Savee/AudioData/KL/sa12.wav
KLsa13.wav, KL, sa, 13, ~/google_drive/Savee/AudioData/KL/sa13.wav
KLsa14.wav, KL, sa, 14, ~/google_drive/Savee/AudioData/KL/sa14.wav
KLsa15.wav, KL, sa, 15, ~/google_drive/Savee/AudioData/KL/sa15.wav
KLsu01.wav, KL, su, 01, ~/google_drive/Savee/AudioData/KL/su01.wav
KLsu02.wav, KL, su, 02, ~/google_drive/Savee/AudioData/KL/su02.wav
KLsu03.wav, KL, su, 03, ~/google_drive/Savee/AudioData/KL/su03.wav
KLsu04.wav, KL, su, 04, ~/google_drive/Savee/AudioData/KL/su04.wav
KLsu05.wav, KL, su, 05, ~/google_drive/Savee/AudioData/KL/su05.wav
KLsu06.wav, KL, su, 06, ~/google_drive/Savee/AudioData/KL/su06.wav
KLsu07.wav, KL, su, 07, ~/google_drive/Savee/AudioData/KL/su07.wav
KLsu08.wav, KL, su, 08, ~/google_drive/Savee/AudioData/KL/su08.wav
KLsu09.wav, KL, su, 09, ~/google_drive/Savee/AudioData/KL/su09.wav
KLsu10.wav, KL, su, 10, ~/google_drive/Savee/AudioData/KL/su10.wav
KLsu11.wav, KL, su, 11, ~/google_drive/Savee/AudioData/KL/su11.wav
KLsu12.wav, KL, su, 12, ~/google_drive/Savee/AudioData/KL/su12.wav
KLsu13.wav, KL, su, 13, ~/google_drive/Savee/AudioData/KL/su13.wav
KLsu14.wav, KL, su, 14, ~/google_drive/Savee/AudioData/KL/su14.wav
KLsu15.wav, KL, su, 15, ~/google_drive/Savee/AudioData/KL/su15.wav
JKa01.wav, JK, a, 01, ~/google_drive/Savee/AudioData/JK/a01.wav
JKa02.wav, JK, a, 02, ~/google_drive/Savee/AudioData/JK/a02.wav
JKa03.wav, JK, a, 03, ~/google_drive/Savee/AudioData/JK/a03.wav
JKa04.wav, JK, a, 04, ~/google_drive/Savee/AudioData/JK/a04.wav
JKa05.wav, JK, a, 05, ~/google_drive/Savee/AudioData/JK/a05.wav
JKa06.wav, JK, a, 06, ~/google_drive/Savee/AudioData/JK/a06.wav
JKa07.wav, JK, a, 07, ~/google_drive/Savee/AudioData/JK/a07.wav
JKa08.wav, JK, a, 08, ~/google_drive/Savee/AudioData/JK/a08.wav
JKa09.wav, JK, a, 09, ~/google_drive/Savee/AudioData/JK/a09.wav
JKa10.wav, JK, a, 10, ~/google_drive/Savee/AudioData/JK/a10.wav
JKa11.wav, JK, a, 11, ~/google_drive/Savee/AudioData/JK/a11.wav
JKa12.wav, JK, a, 12, ~/google_drive/Savee/AudioData/JK/a12.wav
JKa13.wav, JK, a, 13, ~/google_drive/Savee/AudioData/JK/a13.wav
JKa14.wav, JK, a, 14, ~/google_drive/Savee/AudioData/JK/a14.wav
JKa15.wav, JK, a, 15, ~/google_drive/Savee/AudioData/JK/a15.wav
JKd01.wav, JK, d, 01, ~/google_drive/Savee/AudioData/JK/d01.wav
JKd02.wav, JK, d, 02, ~/google_drive/Savee/AudioData/JK/d02.wav
JKd03.wav, JK, d, 03, ~/google_drive/Savee/AudioData/JK/d03.wav
JKd04.wav, JK, d, 04, ~/google_drive/Savee/AudioData/JK/d04.wav
JKd05.wav, JK, d, 05, ~/google_drive/Savee/AudioData/JK/d05.wav
JKd06.wav, JK, d, 06, ~/google_drive/Savee/AudioData/JK/d06.wav
JKd07.wav, JK, d, 07, ~/google_drive/Savee/AudioData/JK/d07.wav
JKd08.wav, JK, d, 08, ~/google_drive/Savee/AudioData/JK/d08.wav
JKd09.wav, JK, d, 09, ~/google_drive/Savee/AudioData/JK/d09.wav
JKd10.wav, JK, d, 10, ~/google_drive/Savee/AudioData/JK/d10.wav
JKd11.wav, JK, d, 11, ~/google_drive/Savee/AudioData/JK/d11.wav
JKd12.wav, JK, d, 12, ~/google_drive/Savee/AudioData/JK/d12.wav
JKd13.wav, JK, d, 13, ~/google_drive/Savee/AudioData/JK/d13.wav
JKd14.wav, JK, d, 14, ~/google_drive/Savee/AudioData/JK/d14.wav
JKd15.wav, JK, d, 15, ~/google_drive/Savee/AudioData/JK/d15.wav
JKf01.wav, JK, f, 01, ~/google_drive/Savee/AudioData/JK/f01.wav
JKf02.wav, JK, f, 02, ~/google_drive/Savee/AudioData/JK/f02.wav
JKf03.wav, JK, f, 03, ~/google_drive/Savee/AudioData/JK/f03.wav
JKf04.wav, JK, f, 04, ~/google_drive/Savee/AudioData/JK/f04.wav
JKf05.wav, JK, f, 05, ~/google_drive/Savee/AudioData/JK/f05.wav
JKf06.wav, JK, f, 06, ~/google_drive/Savee/AudioData/JK/f06.wav
JKf07.wav, JK, f, 07, ~/google_drive/Savee/AudioData/JK/f07.wav
JKf08.wav, JK, f, 08, ~/google_drive/Savee/AudioData/JK/f08.wav
JKf09.wav, JK, f, 09, ~/google_drive/Savee/AudioData/JK/f09.wav
JKf10.wav, JK, f, 10, ~/google_drive/Savee/AudioData/JK/f10.wav
JKf11.wav, JK, f, 11, ~/google_drive/Savee/AudioData/JK/f11.wav
JKf12.wav, JK, f, 12, ~/google_drive/Savee/AudioData/JK/f12.wav
JKf13.wav, JK, f, 13, ~/google_drive/Savee/AudioData/JK/f13.wav
JKf14.wav, JK, f, 14, ~/google_drive/Savee/AudioData/JK/f14.wav
JKf15.wav, JK, f, 15, ~/google_drive/Savee/AudioData/JK/f15.wav
JKh01.wav, JK, h, 01, ~/google_drive/Savee/AudioData/JK/h01.wav
JKh02.wav, JK, h, 02, ~/google_drive/Savee/AudioData/JK/h02.wav
JKh03.wav, JK, h, 03, ~/google_drive/Savee/AudioData/JK/h03.wav
JKh04.wav, JK, h, 04, ~/google_drive/Savee/AudioData/JK/h04.wav
JKh05.wav, JK, h, 05, ~/google_drive/Savee/AudioData/JK/h05.wav
JKh06.wav, JK, h, 06, ~/google_drive/Savee/AudioData/JK/h06.wav
JKh07.wav, JK, h, 07, ~/google_drive/Savee/AudioData/JK/h07.wav
JKh08.wav, JK, h, 08, ~/google_drive/Savee/AudioData/JK/h08.wav
JKh09.wav, JK, h, 09, ~/google_drive/Savee/AudioData/JK/h09.wav
JKh10.wav, JK, h, 10, ~/google_drive/Savee/AudioData/JK/h10.wav
JKh11.wav, JK, h, 11, ~/google_drive/Savee/AudioData/JK/h11.wav
JKh12.wav, JK, h, 12, ~/google_drive/Savee/AudioData/JK/h12.wav
JKh13.wav, JK, h, 13, ~/google_drive/Savee/AudioData/JK/h13.wav
JKh14.wav, JK, h, 14, ~/google_drive/Savee/AudioData/JK/h14.wav
JKh15.wav, JK, h, 15, ~/google_drive/Savee/AudioData/JK/h15.wav
JKn01.wav, JK, n, 01, ~/google_drive/Savee/AudioData/JK/n01.wav
JKn02.wav, JK, n, 02, ~/google_drive/Savee/AudioData/JK/n02.wav
JKn03.wav, JK, n, 03, ~/google_drive/Savee/AudioData/JK/n03.wav
JKn04.wav, JK, n, 04, ~/google_drive/Savee/AudioData/JK/n04.wav
JKn05.wav, JK, n, 05, ~/google_drive/Savee/AudioData/JK/n05.wav
JKn06.wav, JK, n, 06, ~/google_drive/Savee/AudioData/JK/n06.wav
JKn07.wav, JK, n, 07, ~/google_drive/Savee/AudioData/JK/n07.wav
JKn08.wav, JK, n, 08, ~/google_drive/Savee/AudioData/JK/n08.wav
JKn09.wav, JK, n, 09, ~/google_drive/Savee/AudioData/JK/n09.wav
JKn10.wav, JK, n, 10, ~/google_drive/Savee/AudioData/JK/n10.wav
JKn11.wav, JK, n, 11, ~/google_drive/Savee/AudioData/JK/n11.wav
JKn12.wav, JK, n, 12, ~/google_drive/Savee/AudioData/JK/n12.wav
JKn13.wav, JK, n, 13, ~/google_drive/Savee/AudioData/JK/n13.wav
JKn14.wav, JK, n, 14, ~/google_drive/Savee/AudioData/JK/n14.wav
JKn15.wav, JK, n, 15, ~/google_drive/Savee/AudioData/JK/n15.wav
JKn16.wav, JK, n, 16, ~/google_drive/Savee/AudioData/JK/n16.wav
JKn17.wav, JK, n, 17, ~/google_drive/Savee/AudioData/JK/n17.wav
JKn18.wav, JK, n, 18, ~/google_drive/Savee/AudioData/JK/n18.wav
JKn19.wav, JK, n, 19, ~/google_drive/Savee/AudioData/JK/n19.wav
JKn20.wav, JK, n, 20, ~/google_drive/Savee/AudioData/JK/n20.wav
JKn21.wav, JK, n, 21, ~/google_drive/Savee/AudioData/JK/n21.wav
JKn22.wav, JK, n, 22, ~/google_drive/Savee/AudioData/JK/n22.wav
JKn23.wav, JK, n, 23, ~/google_drive/Savee/AudioData/JK/n23.wav
JKn24.wav, JK, n, 24, ~/google_drive/Savee/AudioData/JK/n24.wav
JKn25.wav, JK, n, 25, ~/google_drive/Savee/AudioData/JK/n25.wav
JKn26.wav, JK, n, 26, ~/google_drive/Savee/AudioData/JK/n26.wav
JKn27.wav, JK, n, 27, ~/google_drive/Savee/AudioData/JK/n27.wav
JKn28.wav, JK, n, 28, ~/google_drive/Savee/AudioData/JK/n28.wav
JKn29.wav, JK, n, 29, ~/google_drive/Savee/AudioData/JK/n29.wav
JKn30.wav, JK, n, 30, ~/google_drive/Savee/AudioData/JK/n30.wav
JKsa01.wav, JK, sa, 01, ~/google_drive/Savee/AudioData/JK/sa01.wav
JKsa02.wav, JK, sa, 02, ~/google_drive/Savee/AudioData/JK/sa02.wav
JKsa03.wav, JK, sa, 03, ~/google_drive/Savee/AudioData/JK/sa03.wav
JKsa04.wav, JK, sa, 04, ~/google_drive/Savee/AudioData/JK/sa04.wav
JKsa05.wav, JK, sa, 05, ~/google_drive/Savee/AudioData/JK/sa05.wav
JKsa06.wav, JK, sa, 06, ~/google_drive/Savee/AudioData/JK/sa06.wav
JKsa07.wav, JK, sa, 07, ~/google_drive/Savee/AudioData/JK/sa07.wav
JKsa08.wav, JK, sa, 08, ~/google_drive/Savee/AudioData/JK/sa08.wav
JKsa09.wav, JK, sa, 09, ~/google_drive/Savee/AudioData/JK/sa09.wav
JKsa10.wav, JK, sa, 10, ~/google_drive/Savee/AudioData/JK/sa10.wav
JKsa11.wav, JK, sa, 11, ~/google_drive/Savee/AudioData/JK/sa11.wav
JKsa12.wav, JK, sa, 12, ~/google_drive/Savee/AudioData/JK/sa12.wav
JKsa13.wav, JK, sa, 13, ~/google_drive/Savee/AudioData/JK/sa13.wav
JKsa14.wav, JK, sa, 14, ~/google_drive/Savee/AudioData/JK/sa14.wav
JKsa15.wav, JK, sa, 15, ~/google_drive/Savee/AudioData/JK/sa15.wav
JKsu01.wav, JK, su, 01, ~/google_drive/Savee/AudioData/JK/su01.wav
JKsu02.wav, JK, su, 02, ~/google_drive/Savee/AudioData/JK/su02.wav
JKsu03.wav, JK, su, 03, ~/google_drive/Savee/AudioData/JK/su03.wav
JKsu04.wav, JK, su, 04, ~/google_drive/Savee/AudioData/JK/su04.wav
JKsu05.wav, JK, su, 05, ~/google_drive/Savee/AudioData/JK/su05.wav
JKsu06.wav, JK, su, 06, ~/google_drive/Savee/AudioData/JK/su06.wav
JKsu07.wav, JK, su, 07, ~/google_drive/Savee/AudioData/JK/su07.wav
JKsu08.wav, JK, su, 08, ~/google_drive/Savee/AudioData/JK/su08.wav
JKsu09.wav, JK, su, 09, ~/google_drive/Savee/AudioData/JK/su09.wav
JKsu10.wav, JK, su, 10, ~/google_drive/Savee/AudioData/JK/su10.wav
JKsu11.wav, JK, su, 11, ~/google_drive/Savee/AudioData/JK/su11.wav
JKsu12.wav, JK, su, 12, ~/google_drive/Savee/AudioData/JK/su12.wav
JKsu13.wav, JK, su, 13, ~/google_drive/Savee/AudioData/JK/su13.wav
JKsu14.wav, JK, su, 14, ~/google_drive/Savee/AudioData/JK/su14.wav
JKsu15.wav, JK, su, 15, ~/google_drive/Savee/AudioData/JK/su15.wav
JEa01.wav, JE, a, 01, ~/google_drive/Savee/AudioData/JE/a01.wav
JEa02.wav, JE, a, 02, ~/google_drive/Savee/AudioData/JE/a02.wav
JEa03.wav, JE, a, 03, ~/google_drive/Savee/AudioData/JE/a03.wav
JEa04.wav, JE, a, 04, ~/google_drive/Savee/AudioData/JE/a04.wav
JEa05.wav, JE, a, 05, ~/google_drive/Savee/AudioData/JE/a05.wav
JEa06.wav, JE, a, 06, ~/google_drive/Savee/AudioData/JE/a06.wav
JEa07.wav, JE, a, 07, ~/google_drive/Savee/AudioData/JE/a07.wav
JEa08.wav, JE, a, 08, ~/google_drive/Savee/AudioData/JE/a08.wav
JEa09.wav, JE, a, 09, ~/google_drive/Savee/AudioData/JE/a09.wav
JEa10.wav, JE, a, 10, ~/google_drive/Savee/AudioData/JE/a10.wav
JEa11.wav, JE, a, 11, ~/google_drive/Savee/AudioData/JE/a11.wav
JEa12.wav, JE, a, 12, ~/google_drive/Savee/AudioData/JE/a12.wav
JEa13.wav, JE, a, 13, ~/google_drive/Savee/AudioData/JE/a13.wav
JEa14.wav, JE, a, 14, ~/google_drive/Savee/AudioData/JE/a14.wav
JEa15.wav, JE, a, 15, ~/google_drive/Savee/AudioData/JE/a15.wav
JEd01.wav, JE, d, 01, ~/google_drive/Savee/AudioData/JE/d01.wav
JEd02.wav, JE, d, 02, ~/google_drive/Savee/AudioData/JE/d02.wav
JEd03.wav, JE, d, 03, ~/google_drive/Savee/AudioData/JE/d03.wav
JEd04.wav, JE, d, 04, ~/google_drive/Savee/AudioData/JE/d04.wav
JEd05.wav, JE, d, 05, ~/google_drive/Savee/AudioData/JE/d05.wav
JEd06.wav, JE, d, 06, ~/google_drive/Savee/AudioData/JE/d06.wav
JEd07.wav, JE, d, 07, ~/google_drive/Savee/AudioData/JE/d07.wav
JEd08.wav, JE, d, 08, ~/google_drive/Savee/AudioData/JE/d08.wav
JEd09.wav, JE, d, 09, ~/google_drive/Savee/AudioData/JE/d09.wav
JEd10.wav, JE, d, 10, ~/google_drive/Savee/AudioData/JE/d10.wav
JEd11.wav, JE, d, 11, ~/google_drive/Savee/AudioData/JE/d11.wav
JEd12.wav, JE, d, 12, ~/google_drive/Savee/AudioData/JE/d12.wav
JEd13.wav, JE, d, 13, ~/google_drive/Savee/AudioData/JE/d13.wav
JEd14.wav, JE, d, 14, ~/google_drive/Savee/AudioData/JE/d14.wav
JEd15.wav, JE, d, 15, ~/google_drive/Savee/AudioData/JE/d15.wav
JEf01.wav, JE, f, 01, ~/google_drive/Savee/AudioData/JE/f01.wav
JEf02.wav, JE, f, 02, ~/google_drive/Savee/AudioData/JE/f02.wav
JEf03.wav, JE, f, 03, ~/google_drive/Savee/AudioData/JE/f03.wav
JEf04.wav, JE, f, 04, ~/google_drive/Savee/AudioData/JE/f04.wav
JEf05.wav, JE, f, 05, ~/google_drive/Savee/AudioData/JE/f05.wav
JEf06.wav, JE, f, 06, ~/google_drive/Savee/AudioData/JE/f06.wav
JEf07.wav, JE, f, 07, ~/google_drive/Savee/AudioData/JE/f07.wav
JEf08.wav, JE, f, 08, ~/google_drive/Savee/AudioData/JE/f08.wav
JEf09.wav, JE, f, 09, ~/google_drive/Savee/AudioData/JE/f09.wav
JEf10.wav, JE, f, 10, ~/google_drive/Savee/AudioData/JE/f10.wav
JEf11.wav, JE, f, 11, ~/google_drive/Savee/AudioData/JE/f11.wav
JEf12.wav, JE, f, 12, ~/google_drive/Savee/AudioData/JE/f12.wav
JEf13.wav, JE, f, 13, ~/google_drive/Savee/AudioData/JE/f13.wav
JEf14.wav, JE, f, 14, ~/google_drive/Savee/AudioData/JE/f14.wav
JEf15.wav, JE, f, 15, ~/google_drive/Savee/AudioData/JE/f15.wav
JEh01.wav, JE, h, 01, ~/google_drive/Savee/AudioData/JE/h01.wav
JEh02.wav, JE, h, 02, ~/google_drive/Savee/AudioData/JE/h02.wav
JEh03.wav, JE, h, 03, ~/google_drive/Savee/AudioData/JE/h03.wav
JEh04.wav, JE, h, 04, ~/google_drive/Savee/AudioData/JE/h04.wav
JEh05.wav, JE, h, 05, ~/google_drive/Savee/AudioData/JE/h05.wav
JEh06.wav, JE, h, 06, ~/google_drive/Savee/AudioData/JE/h06.wav
JEh07.wav, JE, h, 07, ~/google_drive/Savee/AudioData/JE/h07.wav
JEh08.wav, JE, h, 08, ~/google_drive/Savee/AudioData/JE/h08.wav
JEh09.wav, JE, h, 09, ~/google_drive/Savee/AudioData/JE/h09.wav
JEh10.wav, JE, h, 10, ~/google_drive/Savee/AudioData/JE/h10.wav
JEh11.wav, JE, h, 11, ~/google_drive/Savee/AudioData/JE/h11.wav
JEh12.wav, JE, h, 12, ~/google_drive/Savee/AudioData/JE/h12.wav
JEh13.wav, JE, h, 13, ~/google_drive/Savee/AudioData/JE/h13.wav
JEh14.wav, JE, h, 14, ~/google_drive/Savee/AudioData/JE/h14.wav
JEh15.wav, JE, h, 15, ~/google_drive/Savee/AudioData/JE/h15.wav
JEn01.wav, JE, n, 01, ~/google_drive/Savee/AudioData/JE/n01.wav
JEn02.wav, JE, n, 02, ~/google_drive/Savee/AudioData/JE/n02.wav
JEn03.wav, JE, n, 03, ~/google_drive/Savee/AudioData/JE/n03.wav
JEn04.wav, JE, n, 04, ~/google_drive/Savee/AudioData/JE/n04.wav
JEn05.wav, JE, n, 05, ~/google_drive/Savee/AudioData/JE/n05.wav
JEn06.wav, JE, n, 06, ~/google_drive/Savee/AudioData/JE/n06.wav
JEn07.wav, JE, n, 07, ~/google_drive/Savee/AudioData/JE/n07.wav
JEn08.wav, JE, n, 08, ~/google_drive/Savee/AudioData/JE/n08.wav
JEn09.wav, JE, n, 09, ~/google_drive/Savee/AudioData/JE/n09.wav
JEn10.wav, JE, n, 10, ~/google_drive/Savee/AudioData/JE/n10.wav
JEn11.wav, JE, n, 11, ~/google_drive/Savee/AudioData/JE/n11.wav
JEn12.wav, JE, n, 12, ~/google_drive/Savee/AudioData/JE/n12.wav
JEn13.wav, JE, n, 13, ~/google_drive/Savee/AudioData/JE/n13.wav
JEn14.wav, JE, n, 14, ~/google_drive/Savee/AudioData/JE/n14.wav
JEn15.wav, JE, n, 15, ~/google_drive/Savee/AudioData/JE/n15.wav
JEn16.wav, JE, n, 16, ~/google_drive/Savee/AudioData/JE/n16.wav
JEn17.wav, JE, n, 17, ~/google_drive/Savee/AudioData/JE/n17.wav
JEn18.wav, JE, n, 18, ~/google_drive/Savee/AudioData/JE/n18.wav
JEn19.wav, JE, n, 19, ~/google_drive/Savee/AudioData/JE/n19.wav
JEn20.wav, JE, n, 20, ~/google_drive/Savee/AudioData/JE/n20.wav
JEn21.wav, JE, n, 21, ~/google_drive/Savee/AudioData/JE/n21.wav
JEn22.wav, JE, n, 22, ~/google_drive/Savee/AudioData/JE/n22.wav
JEn23.wav, JE, n, 23, ~/google_drive/Savee/AudioData/JE/n23.wav
JEn24.wav, JE, n, 24, ~/google_drive/Savee/AudioData/JE/n24.wav
JEn25.wav, JE, n, 25, ~/google_drive/Savee/AudioData/JE/n25.wav
JEn26.wav, JE, n, 26, ~/google_drive/Savee/AudioData/JE/n26.wav
JEn27.wav, JE, n, 27, ~/google_drive/Savee/AudioData/JE/n27.wav
JEn28.wav, JE, n, 28, ~/google_drive/Savee/AudioData/JE/n28.wav
JEn29.wav, JE, n, 29, ~/google_drive/Savee/AudioData/JE/n29.wav
